Prices,Date
0.741635556,9/20/22
0.730923342,9/21/22
0.710276347,9/22/22
0.682658334,9/23/22
0.68022871,9/26/22
0.679893378,9/27/22
0.681250461,9/28/22
0.681070296,9/29/22
0.688134207,9/30/22
0.694505298,10/3/22
0.702410505,10/4/22
0.698725738,10/5/22
0.710877923,10/6/22
0.712345739,10/7/22
0.706806213,10/10/22
0.709425941,10/11/22
0.705786132,10/12/22
0.72228389,10/13/22
0.730585702,10/14/22
0.731996166,10/17/22
0.727425273,10/18/22
0.726066198,10/19/22
0.729040667,10/20/22
0.733931386,10/21/22
0.732729261,10/24/22
0.737880454,10/25/22
0.744431304,10/26/22
0.763267918,10/27/22
0.769378075,10/28/22
0.760631448,10/31/22
0.758511294,11/1/22
0.745321571,11/2/22
0.740526571,11/3/22
0.740504373,11/4/22
0.752696768,11/7/22
0.744829994,11/8/22
0.745429595,11/9/22
0.759995757,11/10/22
0.748494951,11/11/22
0.750457281,11/14/22
0.750474319,11/15/22
0.747672394,11/16/22
0.759729202,11/17/22
0.766559922,11/18/22
0.767567905,11/21/22
0.788142928,11/22/22
0.840166381,11/23/22
0.871049421,11/25/22
0.86188017,11/28/22
0.87194725,11/29/22
0.871534895,11/30/22
0.881218386,12/1/22
0.886991786,12/2/22
0.87921867,12/5/22
0.876392518,12/6/22
0.868289145,12/7/22
0.866965645,12/8/22
0.849993618,12/9/22
0.850500623,12/12/22
0.858063209,12/13/22
0.866884655,12/14/22
0.87097587,12/15/22
0.870603393,12/16/22
0.858547368,12/19/22
0.883786298,12/20/22
0.903060852,12/21/22
0.911772539,12/22/22
0.914040895,12/23/22
0.916653865,12/27/22
0.909150567,12/28/22
0.930814167,12/29/22
0.92709173,12/30/22
0.93680503,1/3/23
0.948124818,1/4/23
0.94706801,1/5/23
0.962462728,1/6/23
0.95442702,1/9/23
0.949897342,1/10/23
0.955487429,1/11/23
0.959929406,1/12/23
0.958068931,1/13/23
0.95477158,1/17/23
0.955775119,1/18/23
0.959530699,1/19/23
0.960677268,1/20/23
0.958107303,1/23/23
0.956387551,1/24/23
0.96730773,1/25/23
0.958045447,1/26/23
0.951538082,1/27/23
0.947971516,1/30/23
0.954557021,1/31/23
0.953575511,2/1/23
0.951310033,2/2/23
,
