name_norm,position,player,team,pass_tds,pass_yards,rec_tds,rec_yards,receptions,rush_tds,rush_yards,interceptions,base_pts,season_pts,ppg,rec_pg,pass_yards_pg,rush_yards_pg,ypr,td_dependence,bbvor,p90,cv,skew,kurtosis
ladd mcconkey,WR,Ladd McConkey,LAC,0.0,0.0,5.5,888.0,72.5,0.0,0.0,0.0,194.3,199.49785362076477,11.735167860044987,4.264705882352941,0.0,0.0,12.248275862068965,0.1654153135037298,72.58742667020636,236.8543761172317,0.5928382183795913,0.6735884266478093,0.022523152892325538
tony pollard,RB,Tony Pollard,TEN,0.0,0.0,0.903,258.0,43.0,5.5,788.0,0.0,186.01800000000003,190.73447546356348,11.21967502726844,2.5294117647058822,0.0,46.35294117647059,6.0,0.20142137338637084,71.89297632484016,230.63111193072996,0.6396235264691812,0.9834949569395806,1.1560858797545626
lamar jackson,QB,Lamar Jackson,BAL,24.5,3225.5,0.0,0.0,0.0,3.5,550.5,6.389400396933636,296.68059960306636,307.66137387516767,18.097727875009863,0.0,189.73529411764707,32.38235294117647,0.0,0.3867888857841601,70.80459056526395,348.8645040665834,0.42256493591828154,0.025158021771265342,-0.19409975862082351
joe burrow,QB,Joe Burrow,CIN,32.5,3950.5,0.0,0.0,0.0,0.8743913235945108,144.27456839309428,8.743913235945108,298.9498915449314,310.01465709453606,18.23615629967859,0.0,232.38235294117646,8.48673931724084,0.0,0.4362579150582708,69.86271641573374,348.6804647396622,0.4068001477097011,0.07934377752808573,-0.09379289922528189
cam skattebo,RB,Cam Skattebo,NYG,0.0,0.0,2.0,207.0,24.0,6.5,800.5,0.0,175.75,180.20613092669137,10.600360642746551,1.411764705882353,0.0,47.088235294117645,8.625,0.2830092391293114,69.63624982964504,223.43847138067568,0.7392198237294009,1.119724489798696,1.3787030300844307
jameson williams,WR,Jameson Williams,DET,0.0,0.0,5.5,900.5,60.039446663903696,0.0,0.0,0.0,183.08944666390371,187.98739902245126,11.05808229543831,3.5317321567002176,0.0,0.0,14.998472671490982,0.17554368096799308,69.3146563409961,229.06947564630318,0.6802057337257436,0.8205632034252316,0.2051988300990768
david montgomery,RB,David Montgomery,HOU,0.0,0.0,0.7583333333333333,216.66666666666666,25.333333333333332,7.5,825.5,0.0,179.10000000000002,183.6410699799171,10.802415881171594,1.4901960784313726,0.0,48.55882352941177,8.552631578947368,0.269819817568144,69.2020529749591,223.66854054635863,0.6978234378894409,1.109617940111576,1.5780434994073413
colston loveland,TE,Colston Loveland,CHI,0.0,0.0,5.5,800.5,70.5,0.0,0.0,0.0,183.55,185.51259216021722,10.912505421189248,4.147058823529412,0.0,0.0,11.354609929078014,0.17788549885335914,68.97084221816712,220.35706799656435,0.6077075058422166,0.9999595694092471,1.6875615309245768
jalen hurts,QB,Jalen Hurts,PHI,21.5,3200.5,0.0,0.0,0.0,8.0,400.5,8.333800701051578,293.73619929894846,304.60799511020844,17.918117359424027,0.0,188.26470588235293,23.558823529411764,0.0,0.43990966143721294,68.2875909445077,344.9515014981214,0.43525298174361277,0.18825634169079036,0.3045892678038582
dj moore,WR,DJ Moore,BUF,0.0,0.0,6.5,800.5,64.84794156706508,0.0,0.0,0.0,183.8979415670651,188.81752253168452,11.10691309009909,3.8145847980626515,0.0,0.0,12.344262295081966,0.2065486268280827,67.74767425811106,228.26371879787777,0.6686176030255006,1.038638881264566,1.4029803324528851
